,Card 1,Card 2,Card 3,sums
2631,1,2,10,13
2632,10,9,1,20
2633,6,6,7,19
2634,8,7,5,20
2635,10,3,3,16
2636,4,7,1,12
2637,6,10,10,26
2638,4,9,5,18
2639,5,5,9,19
2640,8,4,8,20
2641,4,2,6,12
2642,10,6,9,25
2643,2,6,7,15
2644,10,10,2,22
2645,10,7,8,25
2646,4,1,7,12
2647,10,3,3,16
2648,10,9,10,29
2649,9,8,1,18
2650,2,3,5,10
2651,5,7,10,22
2652,6,4,10,20
2653,1,10,10,21
2654,9,5,3,17
2655,5,10,1,16
2656,10,6,3,19
2657,10,8,6,24
2658,7,10,10,27
2659,10,7,8,25
2660,10,4,5,19
2661,10,10,7,27
2662,10,1,10,21
2663,9,9,5,23
2664,1,1,10,12
2665,6,5,3,14
2666,4,4,7,15
2667,2,1,8,11
2668,8,3,9,20
2669,5,9,4,18
2670,2,2,2,6
2671,6,3,10,19
2672,3,7,10,20
2673,5,6,4,15
2674,10,10,10,30
2675,1,2,7,10
2676,3,6,1,10
2677,7,8,5,20
2678,9,4,4,17
2679,9,2,5,16
2680,1,2,1,4
2681,10,10,10,30
2682,10,6,10,26
2683,2,3,8,13
2684,9,6,10,25
2685,3,8,10,21
2686,4,10,8,22
2687,9,7,5,21
2688,6,3,5,14
2689,1,8,1,10
2690,10,6,5,21
2691,10,6,10,26
2692,7,10,3,20
2693,10,7,8,25
2694,5,3,2,10
2695,2,2,10,14
2696,8,4,10,22
2697,9,4,6,19
2698,3,10,8,21
2699,7,4,9,20
2700,9,2,10,21
2701,10,10,1,21
2702,9,1,4,14
2703,5,10,7,22
2704,10,1,1,12
2705,2,6,10,18
2706,4,10,9,23
2707,6,7,10,23
2708,6,7,4,17
2709,10,3,8,21
2710,4,2,2,8
2711,8,1,5,14
2712,10,10,2,22
2713,3,10,1,14
2714,9,5,8,22
2715,5,10,8,23
2716,5,4,10,19
2717,7,7,3,17
2718,9,10,3,22
2719,10,9,6,25
2720,10,4,1,15
2721,2,3,10,15
2722,5,10,1,16
2723,9,7,6,22
2724,6,10,6,22
2725,10,8,3,21
2726,10,7,10,27
2727,9,10,9,28
2728,6,4,7,17
2729,1,3,5,9
2730,3,2,1,6
2731,8,10,4,22
2732,2,8,7,17
2733,10,9,8,27
2734,10,5,2,17
2735,4,5,10,19
2736,7,3,10,20
2737,7,4,8,19
2738,6,9,3,18
2739,2,2,10,14
2740,10,8,9,27
2741,3,5,10,18
2742,8,4,7,19
2743,3,1,5,9
2744,6,4,10,20
2745,5,2,8,15
2746,10,1,4,15
2747,10,9,10,29
2748,10,7,5,22
2749,10,1,10,21
2750,1,9,6,16
2751,6,2,10,18
2752,2,6,10,18
2753,8,5,6,19
2754,10,10,7,27
2755,10,3,3,16
2756,4,10,2,16
2757,3,1,2,6
2758,9,10,5,24
2759,10,8,2,20
2760,8,10,1,19
2761,7,1,9,17
2762,6,7,4,17
2763,4,3,5,12
2764,10,9,10,29
2765,10,4,1,15
2766,10,6,7,23
2767,5,8,9,22
2768,5,4,3,12
2769,2,6,3,11
2770,8,5,10,23
2771,9,1,2,12
2772,8,10,6,24
2773,10,10,10,30
2774,1,10,3,14
2775,7,8,7,22
2776,10,2,1,13
2777,10,8,3,21
2778,6,1,2,9
2779,6,10,9,25
2780,7,5,10,22
2781,7,5,9,21
2782,4,10,10,24
2783,4,4,9,17
2784,10,10,1,21
2785,6,8,6,20
2786,8,7,3,18
2787,1,2,10,13
2788,5,10,10,25
2789,1,10,3,14
2790,2,5,6,13
2791,10,10,10,30
2792,9,2,3,14
2793,10,7,1,18
2794,10,6,2,18
2795,8,4,9,21
2796,7,5,5,17
2797,9,9,4,22
2798,4,7,10,21
2799,8,3,4,15
2800,1,4,10,15
2801,3,1,8,12
2802,7,10,2,19
2803,8,5,10,23
2804,9,8,4,21
2805,6,5,9,20
2806,2,10,7,19
2807,10,9,6,25
2808,7,5,4,16
2809,10,1,6,17
2810,2,6,10,18
2811,10,3,10,23
2812,10,10,3,23
2813,7,9,4,20
2814,10,1,8,19
2815,2,3,5,10
2816,8,8,10,26
2817,10,6,2,18
2818,5,3,1,9
2819,9,5,10,24
2820,3,7,10,20
2821,1,3,1,5
2822,4,4,6,14
2823,9,2,10,21
2824,9,2,7,18
2825,6,10,10,26
2826,4,4,10,18
2827,10,10,7,27
2828,10,8,6,24
2829,5,9,5,19
2830,3,7,2,12
2831,10,1,8,19
2832,10,4,3,17
2833,1,2,10,13
2834,8,6,5,19
2835,10,2,9,21
2836,10,2,9,21
2837,5,10,10,25
2838,1,9,6,16
2839,8,8,3,19
2840,7,7,3,17
2841,10,4,9,23
2842,7,6,10,23
2843,10,1,1,12
2844,7,10,5,22
2845,10,4,5,19
2846,6,10,4,20
2847,2,3,8,13
2848,8,10,5,23
2849,9,10,3,22
2850,6,7,4,17
2851,7,2,2,11
2852,9,10,10,29
2853,1,10,5,16
2854,7,2,7,16
2855,10,10,10,30
2856,3,5,10,18
2857,9,4,4,17
2858,8,6,8,22
2859,10,5,6,21
2860,1,4,1,6
2861,1,8,10,19
2862,3,9,2,14
2863,6,10,3,19
2864,6,5,1,12
2865,3,10,10,23
2866,10,8,4,22
2867,4,1,8,13
2868,7,6,2,15
2869,9,8,7,24
2870,10,7,3,20
2871,10,9,7,26
2872,5,2,10,17
2873,9,2,6,17
2874,6,2,5,13
2875,9,5,10,24
2876,1,10,10,21
2877,4,3,1,8
2878,8,10,3,21
2879,4,10,10,24
2880,9,1,5,15
2881,10,6,2,18
2882,10,10,10,30
2883,1,7,3,11
2884,6,10,10,26
2885,4,2,8,14
2886,7,8,5,20
2887,8,1,10,19
2888,7,10,3,20
2889,2,10,8,20
2890,4,3,9,16
2891,10,10,4,24
2892,10,6,9,25
2893,3,4,5,12
2894,6,7,2,15
2895,9,1,5,15
2896,2,5,10,17
2897,5,10,6,21
2898,1,10,1,12
2899,2,3,9,14
2900,7,8,10,25
2901,7,5,8,20
2902,1,4,9,14
2903,6,2,2,10
2904,9,3,6,18
2905,10,3,10,23
2906,7,5,1,13
2907,10,8,9,27
2908,7,10,4,21
2909,3,10,10,23
2910,4,10,6,20
2911,8,4,10,22
2912,7,3,10,20
2913,6,9,7,22
2914,2,10,6,18
2915,2,3,10,15
2916,10,5,10,25
2917,2,10,4,16
2918,4,6,9,19
2919,2,10,8,20
2920,10,1,8,19
2921,1,8,10,19
2922,9,8,1,18
2923,4,10,5,19
2924,7,10,6,23
2925,5,9,4,18
2926,3,10,1,14
2927,3,5,7,15
2928,9,2,7,18
2929,2,10,6,18
2930,3,10,2,15
2931,10,4,3,17
2932,8,5,10,23
2933,3,10,10,23
2934,10,1,6,17
2935,10,8,4,22
2936,3,7,1,11
2937,10,9,4,23
2938,1,8,7,16
2939,5,9,7,21
2940,2,10,4,16
2941,6,1,5,12
2942,5,8,10,23
2943,9,10,6,25
2944,5,8,10,23
2945,7,1,2,10
2946,10,8,10,28
2947,8,3,6,17
2948,10,7,10,27
2949,2,3,4,9
2950,2,6,2,10
2951,3,10,4,17
2952,9,1,4,14
2953,6,10,8,24
2954,7,10,3,20
2955,9,4,1,14
2956,9,5,5,19
2957,5,6,10,21
2958,7,10,10,27
2959,10,1,9,20
2960,7,10,10,27
2961,10,9,4,23
2962,6,10,4,20
2963,7,6,3,16
2964,5,1,8,14
2965,9,2,8,19
2966,10,2,10,22
2967,9,3,2,14
2968,4,9,7,20
2969,1,8,7,16
2970,10,3,1,14
2971,6,6,10,22
2972,2,1,8,11
2973,5,3,10,18
2974,10,10,4,24
2975,10,5,5,20
2976,2,6,6,14
2977,3,5,7,15
2978,9,2,5,16
2979,2,8,4,14
2980,1,9,7,17
2981,9,10,7,26
2982,10,4,7,21
2983,10,10,1,21
2984,5,10,10,25
2985,1,9,10,20
2986,4,10,8,22
2987,10,8,3,21
2988,8,10,3,21
2989,4,10,5,19
2990,1,2,3,6
2991,6,10,6,22
2992,5,3,7,15
2993,8,3,9,20
2994,1,4,2,7
2995,6,2,6,14
2996,9,10,7,26
2997,5,9,10,24
2998,4,10,7,21
2999,2,8,5,15
